Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AgeBand,OrgIncomeBucket,DeptAvgIncome,RelIncomeRatio,DeptIncomeBucket,Gender_Marital,RoleTenureBand,RecentPromotion,Promo_AgeBand,EducationLevel,EnvSatLevel,CommuteBand,JobHopperBand,MgrTenureBand,Attrition
38,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,4198,2,No,3,2,0,8,5,4,3,2,1,2,34-38,1k-5k,6959.17264573991,0.6032326274546193,Below Avg,Female_Single,0-2 yrs,Yes,Yes_34-38,Bachelors,Medium,12-17 km,2-3,0–2 yrs,No
36,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,2,Sales Executive,3,Single,6815,6,No,3,1,0,15,5,3,1,0,0,0,34-38,6k-10k,6959.17264573991,0.9792830767277823,Around Avg,Female_Single,,Yes,Yes_34-38,Masters,Medium,0-5 km,6+,0–2 yrs,No
29,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,1,Single,4723,1,Yes,3,4,0,10,3,3,10,9,1,5,29-33,1k-5k,6281.252861602497,0.751920055451334,Below Avg,Male_Single,9-11 yrs,Yes,Yes_29-33,Below College,Medium,0-5 km,0-1,3–5 yrs,No
35,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,2,Healthcare Representative,3,Single,6142,3,Yes,3,3,0,10,4,3,5,2,0,4,34-38,6k-10k,6281.252861602497,0.9778304002926304,Around Avg,Female_Single,0-2 yrs,Yes,Yes_34-38,Masters,Low,6-11 km,2-3,3–5 yrs,No
39,Travel_Rarely,Sales,6,3,Medical,4,Male,4,3,Sales Executive,3,Married,8237,2,No,3,1,1,11,3,3,7,6,7,6,39-43,6k-10k,6959.17264573991,1.183617711372963,Above Avg,Male_Married,6-8 yrs,No,No_39-43,Bachelors,Very High,6-11 km,2-3,6–10 yrs,No
29,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,8853,1,No,3,4,1,6,0,4,6,4,1,3,29-33,6k-10k,6281.252861602497,1.409432193713881,Above Avg,Male_Divorced,3-5 yrs,Yes,Yes_29-33,Below College,Low,0-5 km,0-1,3–5 yrs,No
50,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,5,Manager,3,Married,19331,4,Yes,3,3,1,27,2,3,1,0,0,0,49-54,16k-20k,6959.17264573991,2.777772730187052,Above Avg,Male_Married,,Yes,Yes_49-54,Bachelors,High,6-11 km,4-5,0–2 yrs,No
23,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,4,1,Research Scientist,3,Married,2073,2,No,3,4,1,4,2,3,2,2,2,2,18-23,1k-5k,6281.252861602497,0.3300297003918305,Below Avg,Male_Married,0-2 yrs,Yes,Yes_18-23,Bachelors,Very High,6-11 km,2-3,0–2 yrs,No
36,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,5562,3,Yes,3,4,1,9,3,3,3,2,0,2,34-38,6k-10k,6281.252861602497,0.8854921339022485,Below Avg,Male_Married,0-2 yrs,Yes,Yes_34-38,Masters,Low,6-11 km,2-3,0–2 yrs,No
42,Travel_Rarely,Research & Development,9,2,Other,4,Male,2,5,Manager,4,Single,19613,8,No,4,4,0,24,2,3,1,0,0,1,39-43,16k-20k,6281.252861602497,3.122466239163035,Above Avg,Male_Single,,Yes,Yes_39-43,College,Very High,6-11 km,6+,0–2 yrs,No
35,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,Married,3407,1,No,3,4,2,10,3,2,10,9,6,8,34-38,1k-5k,6281.252861602497,0.5424077130897088,Below Avg,Male_Married,9-11 yrs,No,No_34-38,Bachelors,Medium,18+ km,0-1,6–10 yrs,No
34,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,Married,5063,1,No,3,2,1,8,3,2,8,2,7,7,34-38,6k-10k,6281.252861602497,0.8060493840250061,Below Avg,Male_Married,0-2 yrs,No,No_34-38,Masters,Very High,6-11 km,0-1,6–10 yrs,No
40,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,2,Sales Executive,1,Married,4639,1,No,3,3,1,5,2,3,5,4,1,2,39-43,1k-5k,6959.17264573991,0.6666022293382512,Below Avg,Female_Married,3-5 yrs,Yes,Yes_39-43,College,Very High,12-17 km,0-1,0–2 yrs,No
43,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,4876,5,No,3,3,1,8,0,3,6,4,0,2,39-43,1k-5k,6281.252861602497,0.7762782533094864,Below Avg,Male_Divorced,3-5 yrs,Yes,Yes_39-43,Bachelors,Very High,18+ km,4-5,0–2 yrs,No
35,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,Married,2690,1,No,3,4,1,1,5,2,1,0,0,1,34-38,1k-5k,6281.252861602497,0.42825851136228843,Below Avg,Male_Married,,Yes,Yes_34-38,College,High,6-11 km,0-1,0–2 yrs,No
46,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,Single,17567,1,No,3,2,0,27,5,1,26,0,0,12,44-48,16k-20k,6959.17264573991,2.524294322652524,Above Avg,Male_Single,,Yes,Yes_44-48,Masters,Very High,0-5 km,0-1,10+ yrs,No
28,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,2408,1,Yes,3,3,3,1,3,3,1,1,0,0,24-28,1k-5k,6281.252861602497,0.3833630094276545,Below Avg,Male_Married,0-2 yrs,Yes,Yes_24-28,Bachelors,High,18+ km,0-1,0–2 yrs,Yes
22,Non-Travel,Research & Development,26,2,Other,2,Female,2,1,Research Scientist,3,Married,2814,1,Yes,3,2,0,4,2,2,4,2,1,3,18-23,1k-5k,6281.252861602497,0.4479997959009218,Below Avg,Female_Married,0-2 yrs,Yes,Yes_18-23,College,Medium,18+ km,0-1,3–5 yrs,No
50,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,11245,2,Yes,3,3,1,32,3,3,30,8,12,13,49-54,11k-15k,6281.252861602497,1.7902479406204215,Above Avg,Male_Married,6-8 yrs,No,No_49-54,Doctorate,Medium,18+ km,2-3,10+ yrs,No
32,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,1,Research Scientist,4,Married,3312,3,No,3,4,2,6,3,3,3,2,0,2,29-33,1k-5k,6281.252861602497,0.5272833418705946,Below Avg,Female_Married,0-2 yrs,Yes,Yes_29-33,Masters,Medium,0-5 km,2-3,0–2 yrs,No
44,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,5,Research Director,4,Divorced,19049,0,Yes,3,4,1,23,4,2,22,7,1,10,44-48,16k-20k,6281.252861602497,3.032675235293767,Above Avg,Female_Divorced,6-8 yrs,Yes,Yes_44-48,Bachelors,Medium,6-11 km,,6–10 yrs,No
30,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,2141,1,No,3,2,1,6,3,2,6,4,1,1,29-33,1k-5k,6281.252861602497,0.3408555661065649,Below Avg,Male_Married,3-5 yrs,Yes,Yes_29-33,Bachelors,Medium,6-11 km,0-1,0–2 yrs,No
45,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,5769,1,Yes,3,1,0,10,3,3,10,7,1,4,44-48,6k-10k,6281.252861602497,0.9184473427691606,Around Avg,Female_Single,6-8 yrs,Yes,Yes_44-48,Doctorate,High,0-5 km,0-1,3–5 yrs,No
45,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,4385,1,No,3,1,1,10,2,3,10,7,4,5,44-48,1k-5k,6959.17264573991,0.630103637777157,Below Avg,Male_Married,6-8 yrs,No,No_44-48,Bachelors,Low,18+ km,0-1,3–5 yrs,No
31,Travel_Frequently,Sales,2,4,Other,4,Male,3,2,Sales Executive,1,Single,5332,7,No,3,4,0,10,3,3,5,2,0,3,29-33,6k-10k,6959.17264573991,0.7661830322982444,Below Avg,Male_Single,0-2 yrs,Yes,Yes_29-33,Masters,Very High,0-5 km,6+,3–5 yrs,No
36,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,4663,9,Yes,3,2,2,7,2,3,3,2,1,1,34-38,1k-5k,6281.252861602497,0.7423678209971565,Below Avg,Female_Married,0-2 yrs,Yes,Yes_34-38,Masters,High,12-17 km,6+,0–2 yrs,No
34,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,4724,1,No,3,1,1,9,3,3,9,7,7,2,34-38,1k-5k,6281.252861602497,0.7520792593589036,Below Avg,Male_Divorced,6-8 yrs,No,No_34-38,Masters,High,6-11 km,0-1,0–2 yrs,No
49,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3211,1,No,3,4,1,10,3,2,9,6,1,4,49-54,1k-5k,6281.252861602497,0.5112037472060625,Below Avg,Female_Married,6-8 yrs,Yes,Yes_49-54,Masters,High,18+ km,0-1,3–5 yrs,No
39,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,5377,2,No,3,4,3,10,3,3,7,7,7,7,39-43,6k-10k,6281.252861602497,0.856039411001868,Below Avg,Male_Married,6-8 yrs,No,No_39-43,Doctorate,Medium,6-11 km,2-3,6–10 yrs,No
27,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,4066,1,No,3,1,2,7,3,3,7,7,0,7,24-28,1k-5k,6281.252861602497,0.647323088178091,Below Avg,Male_Divorced,6-8 yrs,Yes,Yes_24-28,Bachelors,Very High,18+ km,0-1,6–10 yrs,No
35,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,2,Research Scientist,1,Married,5208,1,No,3,4,0,16,2,3,16,15,1,10,34-38,6k-10k,6281.252861602497,0.8291339506226015,Below Avg,Male_Married,12+ yrs,Yes,Yes_34-38,Doctorate,Medium,18+ km,0-1,6–10 yrs,No
28,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,4877,0,No,4,2,1,6,5,2,5,3,0,0,24-28,1k-5k,6281.252861602497,0.776437457217056,Below Avg,Female_Divorced,3-5 yrs,Yes,Yes_24-28,Bachelors,Medium,18+ km,,0–2 yrs,No
21,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,1,Research Scientist,4,Single,3117,1,No,3,3,0,3,2,3,2,2,2,2,18-23,1k-5k,6281.252861602497,0.49623857989451786,Below Avg,Male_Single,0-2 yrs,Yes,Yes_18-23,Below College,High,0-5 km,0-1,0–2 yrs,No
18,Travel_Frequently,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,1569,1,Yes,3,3,0,0,2,4,0,0,0,0,18-23,1k-5k,6959.17264573991,0.22545783527305802,Below Avg,Female_Single,,Yes,Yes_18-23,College,Medium,0-5 km,0-1,0–2 yrs,Yes
47,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,19658,3,No,3,3,1,27,2,3,5,2,1,0,44-48,16k-20k,6654.507936507936,2.9540876932691527,Above Avg,Female_Married,0-2 yrs,Yes,Yes_44-48,Masters,Very High,18+ km,2-3,0–2 yrs,No
39,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,3069,0,No,3,4,1,11,3,3,10,8,0,7,39-43,1k-5k,6281.252861602497,0.4885967923311759,Below Avg,Male_Divorced,6-8 yrs,Yes,Yes_39-43,College,High,0-5 km,,6–10 yrs,No
40,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,10435,1,No,3,4,2,18,2,3,18,15,14,12,39-43,11k-15k,6281.252861602497,1.661292775489026,Above Avg,Female_Married,12+ yrs,No,No_39-43,Bachelors,Low,12-17 km,0-1,10+ yrs,No
35,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,1,No,3,4,1,15,5,3,14,11,2,9,34-38,1k-5k,6281.252861602497,0.6603778085988001,Below Avg,Female_Married,9-11 yrs,Yes,Yes_34-38,Masters,High,6-11 km,0-1,6–10 yrs,No
37,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,5768,3,No,3,1,3,9,2,2,4,3,0,2,34-38,6k-10k,6281.252861602497,0.918288138861591,Around Avg,Male_Married,3-5 yrs,Yes,Yes_34-38,Bachelors,High,18+ km,2-3,0–2 yrs,No
39,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,5042,0,No,3,4,0,10,2,1,9,2,3,8,39-43,6k-10k,6281.252861602497,0.802706101966044,Below Avg,Female_Single,0-2 yrs,No,No_39-43,Bachelors,Low,0-5 km,,6–10 yrs,No
45,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,5770,1,No,3,1,2,10,3,3,10,7,3,9,44-48,6k-10k,6281.252861602497,0.9186065466767303,Around Avg,Female_Divorced,6-8 yrs,No,No_44-48,College,Very High,0-5 km,0-1,6–10 yrs,No
38,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,3,Yes,3,4,1,10,6,4,5,4,0,2,34-38,6k-10k,6281.252861602497,1.2347855071100033,Above Avg,Female_Married,3-5 yrs,Yes,Yes_34-38,College,Very High,0-5 km,2-3,0–2 yrs,No
35,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,10306,9,No,3,3,0,15,3,3,13,12,6,0,34-38,11k-15k,6959.17264573991,1.4809231678292771,Above Avg,Male_Married,12+ yrs,No,No_34-38,Bachelors,Very High,6-11 km,6+,0–2 yrs,Yes
37,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,1,Research Scientist,2,Married,3936,1,No,3,1,1,8,2,1,8,4,7,7,34-38,1k-5k,6281.252861602497,0.6266265801940399,Below Avg,Female_Married,3-5 yrs,No,No_34-38,Bachelors,Medium,6-11 km,0-1,6–10 yrs,No
40,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,7945,6,Yes,3,4,0,18,2,2,4,2,3,3,39-43,6k-10k,6281.252861602497,1.2648750456406623,Above Avg,Female_Single,0-2 yrs,No,No_39-43,Bachelors,High,12-17 km,6+,3–5 yrs,No
44,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,4,Yes,3,3,0,14,3,3,10,7,0,2,44-48,6k-10k,6654.507936507936,0.8630239913747454,Below Avg,Male_Married,6-8 yrs,Yes,Yes_44-48,Doctorate,Low,0-5 km,4-5,0–2 yrs,No
48,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,4,Manager,4,Married,15202,2,No,4,2,1,23,3,3,2,2,2,2,44-48,16k-20k,6281.252861602497,2.4202178028734234,Above Avg,Male_Married,0-2 yrs,Yes,Yes_44-48,Doctorate,High,0-5 km,2-3,0–2 yrs,No
35,Travel_Rarely,Sales,15,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,5440,6,Yes,3,4,2,7,2,2,2,2,2,2,34-38,6k-10k,6959.17264573991,0.7817021184738276,Below Avg,Male_Divorced,0-2 yrs,Yes,Yes_34-38,College,Low,12-17 km,6+,0–2 yrs,Yes
24,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,3760,1,Yes,3,3,0,6,2,3,6,3,1,3,24-28,1k-5k,6281.252861602497,0.5986066924617861,Below Avg,Female_Single,3-5 yrs,Yes,Yes_24-28,Below College,Low,0-5 km,0-1,3–5 yrs,No
27,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,3517,7,No,3,1,0,5,0,3,3,2,0,2,24-28,1k-5k,6281.252861602497,0.5599201429223675,Below Avg,Female_Married,0-2 yrs,Yes,Yes_24-28,Bachelors,Medium,6-11 km,6+,0–2 yrs,No
27,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,2580,2,No,3,3,0,6,0,2,4,2,1,2,24-28,1k-5k,6281.252861602497,0.4107460815296298,Below Avg,Male_Single,0-2 yrs,Yes,Yes_24-28,Bachelors,Very High,0-5 km,2-3,0–2 yrs,No
40,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,2166,3,Yes,3,2,0,10,3,1,4,2,0,3,39-43,1k-5k,6281.252861602497,0.3448356637958055,Below Avg,Male_Single,0-2 yrs,Yes,Yes_39-43,Bachelors,Low,6-11 km,2-3,3–5 yrs,Yes
29,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,5869,9,No,3,3,0,8,2,3,5,2,1,4,29-33,6k-10k,6959.17264573991,0.8433473774490615,Below Avg,Male_Single,0-2 yrs,Yes,Yes_29-33,Bachelors,High,6-11 km,6+,3–5 yrs,No
36,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,8008,4,No,3,3,2,9,6,3,3,2,0,2,34-38,6k-10k,6281.252861602497,1.2749048918175487,Above Avg,Female_Married,0-2 yrs,Yes,Yes_34-38,Masters,Medium,0-5 km,4-5,0–2 yrs,No
25,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,5206,1,No,3,3,2,7,6,3,7,7,0,7,24-28,6k-10k,6281.252861602497,0.8288155428074623,Below Avg,Male_Divorced,6-8 yrs,Yes,Yes_24-28,Below College,Very High,0-5 km,0-1,6–10 yrs,No
39,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,2,Manufacturing Director,2,Married,5295,4,No,4,3,0,7,3,3,5,4,1,0,39-43,6k-10k,6281.252861602497,0.8429846905811589,Below Avg,Male_Married,3-5 yrs,Yes,Yes_39-43,Bachelors,Very High,12-17 km,4-5,0–2 yrs,No
49,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,16413,3,No,3,2,2,27,2,3,4,2,1,2,49-54,16k-20k,6281.252861602497,2.613013734940238,Above Avg,Female_Married,0-2 yrs,Yes,Yes_49-54,Masters,Low,18+ km,2-3,0–2 yrs,No
50,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,3,Research Director,1,Divorced,13269,5,No,3,3,3,19,3,3,14,11,1,11,49-54,11k-15k,6281.252861602497,2.1124766495413403,Above Avg,Female_Divorced,9-11 yrs,Yes,Yes_49-54,Doctorate,Very High,12-17 km,4-5,10+ yrs,No
20,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,2783,1,No,3,1,0,2,3,3,2,2,2,2,18-23,1k-5k,6959.17264573991,0.39990385950600416,Below Avg,Female_Single,0-2 yrs,Yes,Yes_18-23,Bachelors,High,0-5 km,0-1,0–2 yrs,No
34,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,5433,1,No,3,3,1,11,2,3,11,8,7,9,34-38,6k-10k,6281.252861602497,0.864954829825767,Below Avg,Female_Divorced,6-8 yrs,No,No_34-38,Bachelors,Very High,0-5 km,0-1,6–10 yrs,No
36,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,2013,2,No,3,3,0,15,4,3,4,3,1,3,34-38,1k-5k,6281.252861602497,0.320477465937653,Below Avg,Male_Single,3-5 yrs,Yes,Yes_34-38,Bachelors,Low,6-11 km,2-3,3–5 yrs,No
49,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,13966,2,Yes,3,2,1,30,3,3,15,11,2,12,49-54,11k-15k,6281.252861602497,2.223441773117368,Above Avg,Female_Married,9-11 yrs,Yes,Yes_49-54,Below College,High,6-11 km,2-3,10+ yrs,No
36,Non-Travel,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,4374,0,No,3,3,0,4,6,3,3,2,1,2,34-38,1k-5k,6281.252861602497,0.6963578917095352,Below Avg,Female_Married,0-2 yrs,Yes,Yes_34-38,Masters,Very High,0-5 km,,0–2 yrs,No
36,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,6842,6,No,4,1,1,13,3,3,5,4,0,4,34-38,6k-10k,6281.252861602497,1.0892731355913672,Around Avg,Male_Divorced,3-5 yrs,Yes,Yes_34-38,College,Very High,0-5 km,6+,3–5 yrs,No
54,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,4,Manager,3,Married,17426,3,No,4,3,1,36,6,3,10,8,4,7,49-54,16k-20k,6281.252861602497,2.774287293308267,Above Avg,Female_Married,6-8 yrs,No,No_49-54,Doctorate,Medium,18+ km,2-3,6–10 yrs,No
43,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,4,Research Director,3,Married,17603,1,No,4,1,1,14,3,3,14,10,6,11,39-43,16k-20k,6281.252861602497,2.8024663849480906,Above Avg,Male_Married,9-11 yrs,No,No_39-43,College,High,12-17 km,0-1,10+ yrs,No
35,Travel_Frequently,Sales,12,4,Other,4,Male,3,2,Sales Executive,4,Single,4581,3,Yes,4,1,0,13,2,4,11,9,6,7,34-38,1k-5k,6959.17264573991,0.6582679052809935,Below Avg,Male_Single,9-11 yrs,No,No_34-38,Masters,Very High,12-17 km,2-3,6–10 yrs,Yes
38,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,7,No,3,4,2,19,4,4,13,11,2,9,34-38,1k-5k,6281.252861602497,0.7538305023421694,Below Avg,Male_Married,9-11 yrs,Yes,Yes_34-38,Bachelors,Very High,0-5 km,6+,6–10 yrs,No
29,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,1,Yes,3,2,1,10,3,2,10,0,0,9,29-33,1k-5k,6959.17264573991,0.6016519797885876,Below Avg,Male_Divorced,,Yes,Yes_29-33,Bachelors,Low,0-5 km,0-1,6–10 yrs,No
33,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,5505,1,No,3,3,2,6,5,3,6,2,0,4,29-33,6k-10k,6959.17264573991,0.791042309227651,Below Avg,Male_Divorced,0-2 yrs,Yes,Yes_29-33,Masters,Very High,0-5 km,0-1,3–5 yrs,No
32,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,5470,0,No,3,3,2,10,4,2,9,5,1,6,29-33,6k-10k,6281.252861602497,0.8708453744058431,Below Avg,Male_Divorced,3-5 yrs,Yes,Yes_29-33,Bachelors,Very High,0-5 km,,6–10 yrs,No
31,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,1,No,3,1,2,10,2,3,10,0,0,2,29-33,6k-10k,6959.17264573991,0.7868751471990222,Below Avg,Female_Married,,Yes,Yes_29-33,Masters,Low,0-5 km,0-1,0–2 yrs,No
49,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,2587,4,Yes,3,2,1,17,2,2,2,2,2,2,49-54,1k-5k,6281.252861602497,0.41186050888261716,Below Avg,Female_Divorced,0-2 yrs,Yes,Yes_49-54,Bachelors,Very High,12-17 km,4-5,0–2 yrs,No
38,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,2440,1,No,4,2,0,4,3,3,4,3,3,3,34-38,1k-5k,6281.252861602497,0.38845753446988246,Below Avg,Female_Single,3-5 yrs,No,No_34-38,Bachelors,Very High,0-5 km,0-1,3–5 yrs,No
47,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,6,No,3,3,3,29,2,3,3,2,1,2,44-48,16k-20k,6959.17264573991,2.2951004110779367,Above Avg,Female_Divorced,0-2 yrs,Yes,Yes_44-48,Masters,Medium,0-5 km,6+,0–2 yrs,No
49,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,15379,4,No,3,1,0,23,2,3,8,7,0,0,49-54,16k-20k,6281.252861602497,2.448396894513247,Above Avg,Male_Single,6-8 yrs,Yes,Yes_49-54,Bachelors,High,0-5 km,4-5,0–2 yrs,No
41,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,7082,3,Yes,3,4,0,21,2,3,2,0,0,2,39-43,6k-10k,6959.17264573991,1.017649706439641,Around Avg,Male_Single,,Yes,Yes_39-43,College,Very High,18+ km,2-3,0–2 yrs,No
20,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,1,No,3,1,0,2,3,3,2,2,0,2,18-23,1k-5k,6959.17264573991,0.39200062117584594,Below Avg,Male_Single,0-2 yrs,Yes,Yes_18-23,Below College,Very High,6-11 km,0-1,0–2 yrs,No
33,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,5368,1,Yes,4,3,1,7,2,3,6,5,1,2,29-33,6k-10k,6959.17264573991,0.7713560610234388,Below Avg,Female_Divorced,3-5 yrs,Yes,Yes_29-33,Bachelors,High,12-17 km,0-1,0–2 yrs,No
36,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,5347,6,No,3,2,2,10,2,2,3,2,0,2,34-38,6k-10k,6281.252861602497,0.8512632937747793,Below Avg,Male_Married,0-2 yrs,Yes,Yes_34-38,Masters,Low,18+ km,6+,0–2 yrs,No
44,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,3195,4,Yes,3,1,3,8,2,3,2,2,2,2,44-48,1k-5k,6654.507936507936,0.4801256577472247,Below Avg,Female_Divorced,0-2 yrs,Yes,Yes_44-48,Bachelors,High,0-5 km,4-5,0–2 yrs,No
23,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,1,Laboratory Technician,3,Single,3989,1,Yes,3,1,0,5,2,3,5,4,1,2,18-23,1k-5k,6281.252861602497,0.63506438729523,Below Avg,Male_Single,3-5 yrs,Yes,Yes_18-23,Below College,Very High,6-11 km,0-1,0–2 yrs,Yes
38,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,1,Laboratory Technician,3,Married,3306,7,No,3,4,1,7,5,2,0,0,0,0,34-38,1k-5k,6281.252861602497,0.5263281184251768,Below Avg,Female_Married,,Yes,Yes_34-38,College,Very High,0-5 km,6+,0–2 yrs,No
53,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,7005,3,No,3,3,0,11,2,3,4,3,1,2,49-54,6k-10k,6281.252861602497,1.1152233725252159,Above Avg,Male_Married,3-5 yrs,Yes,Yes_49-54,Masters,Medium,18+ km,2-3,0–2 yrs,No
48,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2655,2,Yes,3,3,2,19,3,3,9,7,7,7,44-48,1k-5k,6959.17264573991,0.3815108684830905,Below Avg,Female_Married,6-8 yrs,No,No_44-48,College,Very High,6-11 km,2-3,6–10 yrs,Yes
